Time,Inflation
2018-01-01,2.442583296928170
2019-01-01,1.812210075260210
2020-01-01,1.233584396306290
2021-01-01,4.697858863637420
2022-01-01,8.002799820521210
2023-01-01,4.116338383744880
2024-01-01,2.949525204852070
